hotel,review,title,rating,date,month,year
Sarova Panafric,spend 2 days business relate work internet work properly reset every 1015 min food average take corner table dinneri surprise cockroaches roam around taste food breakfast lil better television clear picture average hotel want save money go,average poor service,2.0,2013-06-01,6,2013
Sarova Panafric,spend time hotel work october 2012 january 2013 room comfortable think executive floor newly renovate recommend personal hotel friendly sure things sometimes little bite slow africa breakfast buffet good restaurant general quite fine however menu limit stay like didat end eat always felt good hotel would recommend,comfortable business hotel,4.0,2012-10-01,10,2012
Sarova Panafric,stay ago service receive stay really stick mind solo traveller stay panafric couple nights go safari plan anything time nairobi first time travel feel comfortable venture rather nervous whole trip actually moment arrive panafric felt right home everyone warm welcome would like give mention christopher porter look moment arrive organise day trip giraffe park elephant orphanage museum really grateful would otherwise spend time room,great,5.0,2013-04-01,4,2013
Sarova Panafric,hotel great service good locality cbd good seriously need fitness centre hotel surround area customer service excellent well hotel need wider range change restaurant menu well,great could,4.0,2013-01-01,1,2013
Sarova Panafric,overall enjoyable experience warm competent welcome reception friendly attentive staff make feel good begin room spacious comfortable clean tvs might need replacement flat screen soon choice channel quality reception could improve decent restaurant cosy bar complete picture,excellent choice,5.0,2013-06-01,6,2013
Sarova Mara Game Camp,really appreciate management sarova mara game camp kind train offer intern premisethey give opportunity offer service esteem guests visit masai mara world thank go general manager helpful undertake game camp thank much sarova family large,train,5.0,2012-09-01,9,2012
Sarova Mara Game Camp,camp well equip run staff really friendly always want help grind well look fence safety whilst sleep tent luxurious large tent camp lack intimate atmosphere smaller mara camp din area substantial food part vary well prepare hot vegetables always spot overcook however quite bite meat serve dry take safaricom dongle use elsewhere manage use get internet access impress us professional way staff deal us could praise driver ken highly enough take,large well run camp,4.0,2013-08-01,8,2013
Sarova Mara Game Camp,definitely recommend resort service amaze people work amaze get pick land stripe towel fresh juice drive resort stop way look animals great restaurant vegetarian friendly driver take us morning afternoons great explain things find animals night put heat pillow bed would warm go bed get pay would love go back people service,best resort ive ever,5.0,2013-02-01,2,2013
Sarova Mara Game Camp,place worth visit 6 people 3 first time visit kenya absolutely enjoy stay place fabulous food excalent special requirements take consideration migration best professional staff enjoy alson health centre service absolutely relax greates thank caroline quest relationship carolline restaurant wish back soon,back sarova masai mara,5.0,2013-07-01,7,2013
Sarova Mara Game Camp,visit three kenyan national park reserve time africa maasai mara national reserve spectacular review guidebooks say would look forward stay sarova camp disappoint tent comfortable spectacular best bathrooms find entire trip tent one furthest center savannah doorstep bird chatter greet dawn food great bar swim pool areas beautifully design,incredible value heavenly locale,5.0,2013-07-01,7,2013
Sarova Stanley,stay sarova stanley july 2013 would let choose july drop menu nairobi safari love make plan go back september 2015 price comparable others nairobi location excellent facility nice get room upgrade extremely nice better others stay nairobi really like hotel due quality room service location right town nairobi close everything highly recommend,great hotel awesome location,4.0,2013-11-01,11,2013
Sarova Stanley,first time stay sarova stanley conveniently situate cbd nairobi lovely room large dark wood reminiscent time past service excellent reasonably price,old world charm,4.0,2014-10-01,10,2014
Sarova Stanley,arrive late even early start follow day much time enjoy stay gymspa welcome warmly upon arrival room nice quiet spacious someone point review furniture bite date however overall ok hotel build c 1905 plenty character security floor felt really safe food serve 247 handy breakfast really good overall good experience,pleasant short stay,4.0,2014-10-01,10,2014
Sarova Stanley,back stanley four months since last visit yet staff make feel right home remember little things need never leave front desk restaurant staff try best make feel welcome anything service even better last time stay management decide change location breakfast pool deck 5th floor pleasant set service impeccable quality food excellent comfortable accommodations great place stay nairobi,feel like never leave,5.0,2014-10-01,10,2014
Sarova Stanley,two weeks pleasure make sarova stanley home away home conveniently locate business traveller reliable 24h taxi servicethe heat pool always clean impeccable concierge team smile carolyne martin rest breakfast room team always ensure single espresso table make one best hotel experience africa make sure get sarova frequent stayer card,unbeatable hospitality efficiency convenience,5.0,2014-10-01,10,2014
Sarova Panafric,business trip kenya stay sorova panafric decor modern hotel invite security ample check door guard every floor checkin quick staff overall friendly believe refurbish room modern opt stay one older room want smoke room fault hotel still room offer everything require clean comfortable bed stock minibar bathroom good maybe bite small however water pressure low time especially warm water morning stay hotels nairobi even small issue panafric still one best choices around wifi excellent room,best far nairobi,4.0,2013-05-01,5,2013
Sarova Panafric,stay hotel holiday nairobi conveniently locate near cbd kenyatta venue bustle peak time get watch bumper bumper traffic nairobi famous suprised amount security around hotel days get use door man pleasant day two would greet name room neat clean comfortable first night arrive back hotel 3am sample nairobis nightlife wake lot bang room next door 8am first lady speak winnie seem understand problem tell could help room,comfortable hotel,4.0,2012-06-01,6,2012
Sarova Panafric,stave sarova panafric week 1219th may first get bad bits way hotel could bite refurb little bite tiredness decor facilities menu restuarant quite small also annoy wifi patchy weak make bite difficult work room enough power outrlets room negative positive side place warm friendly convivial staff courteous approachable would bend backwards help within days know name remember food scrummy hotel great location meet cbd also clean,sarova panafric homely place stay nairobi,4.0,2013-05-01,5,2013
Sarova Panafric,panafric great option traveller wish stay close central business district still enjoy amount tranquility away buzz nairobi although respectable age panafric successfully adapt increase demand business private travellers alike room modern comfortable flame tree restaurant excellent staff panafric utmost quality everyone askaris cleaners waiters conference managers receptionists go great lenghts make stay comfortable possible things find lack gym common areas pool would need bite refurbishment hotel among,comfortable professional business hotel heart nairobi,4.0,2013-05-01,5,2013
Sarova Panafric,staff professional wellmannered room service food amaze laundry service par well fold clean room slightly old 10 year old tube tv ambiance still really enjoyable,excellent service room bite old overall great experience,4.0,2013-05-01,5,2013
Sarova Lion Hill Game Lodge,amaze place exceptionally great service right nakuru park lay use free wifi feel must say hotel chain hardest bed ive felt long time might well sleep table top hard still give place 5 location service beauty make un restful stay bring pillow,beautiful bring pillowtop,5.0,2013-05-01,5,2013
Sarova Lion Hill Game Lodge,excellent location overlook lake offer connect room towards end room quiet far away restaurant love food good choice spicy indian food free wifi available room,excellent experience,5.0,2013-04-01,4,2013
Sarova Lion Hill Game Lodge,unfortunately book one night would like stay longer staff friendly helpful room huge spotlessly clean food choice amaze grind large array bird beautiful incredibly noisy frog night cannot think negative lovely stay,little piece paradise,5.0,2013-05-01,5,2013
Sarova Lion Hill Game Lodge,days stay sarov lion hill game lodge us arrive little late 330 pm take us straightway lunch already hotel time hotel good staff polite always happy help game drive hotel good us could see lions flamingos animals even spectacular arrange hour long kenyan folk dance start jambo kenya song make even memorable one bar nice swim pool also good quality food good must say experience best possible hospitality kenya,fantabulous,4.0,2013-05-01,5,2013
Sarova Lion Hill Game Lodge,enjoy stay service great staff consistent attentive big thank betty front desk hot water roommy car park lot wash morning,fantastic hotel inside park,5.0,2013-05-01,5,2013
Sarova Mara Game Camp,tent camp like upon check companion ask key card person counter say none need unzip quarter bite take back realize would really sleep tent wonderful surround day experience safari reviewers state quite bite walk check many tent someone difficult walk distance please advise would best request closer accommodations prior arrival friend graciously accommodate realize bite difficult safely navigate grind especially dinner distance even light,experience life time,4.0,2013-08-01,8,2013
Sarova Mara Game Camp,pick antony serena hotel masai mara triangle great drive one different environment mara triangle lot greener road drive get closer animals third stop four know expect arrival disappoint cold towel drink downside room ready wait couple hours show accommodation much problem lunch wait accommodation well worth wow say fantastic call tent understatement night hot water bottle bed fantastic service game drive great tony,tent accommodation like,4.0,2013-07-01,7,2013
Sarova Mara Game Camp,fab place stay get feel africa sleep luxury tent stay right family dik diks little deerbuck watch play bounce around right outside tent wonderful bed comfy great sleep closer nature modern comfort worth money decor old english explorer feel treasure chest safari deck chair wonderful must hot air balloon trip stay mara trust worth money memories stay life saw hyenas hunt sort thing see air fab,sense adventure,5.0,2012-12-01,12,2012
Sarova Mara Game Camp,stay 3 nights july find wonderful staff really friendly always look help tent really roof king size bed en suite hardly camp staff come around night turn bed put mosquito net put hot water bottle bed biggest surprise food good indeed buffet meat cook order generally meats fantastic lovely set attentive staff good food highly recommend,outstanding tent camp,5.0,2013-08-01,8,2013
Sarova Mara Game Camp,great service start lodge manager francis msengeti simon table syvester cook take care gluten free requirements penina front desk john take care room,great service,5.0,2013-07-01,7,2013
Sarova Whitesands Beach Resort & Spa,experience worthwhile excellent fell love beach breathtaking view hotel room also enjoy coastal foods plenty fun activities carry could get chance rat quite good affordable,excellent stay,5.0,2015-07-01,7,2015
Sarova Whitesands Beach Resort & Spa,experience nice begin maybe due fact hotel fully book get old room two bed ask change go well raise hell happen time really piss go dinner felt like back school fully pack bathroom toilet facilities room small nice hate shower bathtub next morning much better though staff much nicer guess ill blame full occupancy give try time see experience better,turn okay,3.0,2015-07-01,7,2015
Sarova Whitesands Beach Resort & Spa,entire stay magicalloved breakfast sea food bar cocktails room spacious extremely clean view totally die tulia spa levela must try cannot wait go back august,great experienceamazing spa,5.0,2015-05-01,5,2015
Sarova Whitesands Beach Resort & Spa,simply amaze food serve also extremely delicious vegetarian need well cater highly recommend place anyone look relax stay nice beach doorstep hope maintain high standards,best experience,5.0,2015-07-01,7,2015
Sarova Whitesands Beach Resort & Spa,trully enjoy stay excellent food clean strongly recommend visit mombasa treat tourists like royaltys thing fear please visit mombasa write review white sand hotel 4th day today still 6 days enjoy luxury,stay,5.0,2015-06-01,6,2015
Sarova Stanley,stay 4 nights visit nairobi magical kenya travel expo hotel amaze room spacious clean food also fantastic ever go nairobi either transit business hotel one stay yes area totally safe,heart cbd safe,5.0,2014-10-01,10,2014
Sarova Stanley,good hotel stay hektsik city lovely breakfast best brown bread ever taste room large comfortable bed nice clean good service bar worlds best cosmopolitan bar otherwise large cozy good furnish plenty space relax enjoy drink,good service talented employees,5.0,2014-10-01,10,2014
Sarova Stanley,somewhat disappoint stay due couple issue overall room nice big complimentary water fruit greatly appreciate love buffet breakfast receive excellent service omelette station chef excellent fitness center attentive staff wipe machine guest use cucumber water quite refresh hard workout pool area relax need late checkout correspond hotel staff make reservation offer 50 fullday rate think fair staff securityluggage area pleasant helpful onto issue make less positive experience arrive late night 1030 pm take,uneven,3.0,2014-07-01,7,2014
Sarova Stanley,husband recently spend 2 nights hotel safari tanzania time enter premise leave experience good courteous service security personnel entrance concierge wait staff restaurants front office personnel etc special mention go brand ambassadress name agnes go way address many travel concern buy souvenirs home get local currency din options online check 2 airlines 2leg trip back manila etc agnes helpful cheerful even one time ask something 930pm good asset hotel room billet 7th floor large comfortable take,superb service,5.0,2014-10-01,10,2014
Sarova Stanley,would complaints except fact memory foam mattress hypoallergenic request fact woman greet escort room aware hotel offer memory foam mattresses show description accommodations acceptable staff courteous buffet breakfast fabulous would definitely stay memory foam mattress,flaw great hotel,4.0,2014-10-01,10,2014
Sarova Panafric,panafric excellent well manage restaurant food well steaks die try tbone steak greater bone steak nairobi restaurant also good ambiance excellent veranda seat,eat panafric,5.0,2013-05-01,5,2013
Sarova Panafric,stay sarova panafric fiancé 4 daysas soon alight airport cab bring uswe welcome door concierge colorful presumably national costume get checkin desk offer napkins clean hand refresh glass apple ginger drinki delight reception would like find something criticize honestly thoroughly enjoy stay sarovaour room fifth floor stun viewvery clean stock mini toiletries bathroomthe food delicious plentifulstaff friendly welcomingthere mini bar room stock delicious nibble drinksand sweet toothtrust mei keep busy restock,nice,4.0,2013-04-01,4,2013
Sarova Panafric,train consultancy firm conduct train regular basis train facilities always outsource conduct train involve 20 people sarova panafric date indicate assign room 2nd floor service provide excellent food absolutely great two areas improvement 1 provide extra toilet conference room provide 2nd floor 20 people share 1 toilet end people queue 2 ensure cutlery need refreshments serve inside conference room avail together refreshments cutlery provide come way refreshments set 10 clock 4pm tea days,conference facilities offer 25th 26th april 2013,4.0,2013-04-01,4,2013
Sarova Panafric,stay standard twin room one night go safari upon return safari spend hours pool book cheapest room ensure ask renovate one standard room shower water pressure temperature good room quite small breakfast good choice 34 cereals big pastrycake selection usual cook items eggomlette station plus fruit teacoffee fresh juices toast party 7 eat restaurant order variety meals pizza steak good standard service friday night restaurant steak night food beside pool also good menu usual fare sandwich pasta pizza fry etc pool,good round hotel,3.0,2013-02-01,2,2013
Sarova Panafric,stay first night kenya excellent place overnight stay food good room nice also swim pool security every floor would stay,comfortable hotel overnight stay nairobi,4.0,2013-03-01,3,2013
Sarova Stanley,would like thank kenyan rugby union safaricom 7s stanley hotel wonderful stay compete sevens tournament hotel staff friendly attentive ever helpful tournament great event also total 15 us australia enjoy kenya experience much thank hospitality show back sure nairobi great place visit able compete tournament spend week train see sight unforgettable certainly recommend sarova stanley safaricom 7s anyone great experience,safaricom 7s,5.0,2014-09-01,9,2014
Sarova Stanley,stay two occasion kilimanjaro climb safari trip find great place relax staff friendly helpful room great spacious luxurious breakfast buffet thorn tree cafe much choice food taste great dinner thorn tree cafe ok quality really fit price expensive meal thai chi restaurant really really great expensive cheaper dinner option still great restaurant call trattoria round corner hotel trattoria italian restaurant highly recommend homemade pasta hotel also close city market supermarkets shop hotel gym,would definitely stay,5.0,2014-09-01,9,2014
Sarova Stanley,stay sarova stanley one night really comfortable hotel nice room professional staff restaurant menu la carte vary well prepare room clean colonial style,professional comfortable,4.0,2014-09-01,9,2014
Sarova Stanley,hotel comfortable elegant nice historical touch exchange bar excellent place enjoy drink even room large everything need problem experience wife check refuse allow us check wife passport passport us drivers license good enough eventually able find copy passport provide suffice take lot time overall frustrate experience think staff little rigid rule hotel kenya stay experience something like since late,frustrate staff,3.0,2014-09-01,9,2014
Sarova Stanley,become frequent traveler nairobi stay sarova stanley prove quite satisfactory get business stay comfortable staff professional friendly food options vary well prepare option spa fitness room lovely bar relax make long business trip much better frequent thai chi restaurant much quiet service subdue atmosphere great food center town easy get business contact meet meet cut need travel throughout city also host reception lovely outdoor patio one even service location work perfectly would definitely consider,professional comfortable convenient,5.0,2014-09-01,9,2014
Sarova Panafric,would highly recommend would stay another great sarova facility awesome reception clean modern room good food service get free upgrade room good location nairobi congest traffic plan travel time accordingly wifi weak,comfortable affordable good quality,4.0,2013-04-01,4,2013
Sarova Panafric,sarova panafric hotel heart nairobi city hotel great town rout shoppings meet workshops etc hotel operate international level five star service provide professional level would recommend hotel highly pack tight schedule business issue,accomodation service,5.0,2012-06-01,6,2012
Sarova Panafric,book friend visit fro new south wales though arrive hotel well check time staff go way ensure room ready within short time front office staff friendly friends stay could stop praise hotel cleanliness food friendly staff security floor excellent witness every time arrive pick friend drop always meet best smile friendliness could help feel make right choice great place stay want reasonably price hotel,affordable comfortable nice,5.0,2012-09-01,9,2012
Sarova Panafric,stay one night prior travel back uk room ok staff reception efficient helpful try sit chair poolside lunch reserve variety conference attendees pay guests obviously consider second class citizens respect quite gall see reserve table permit use remain empty lunch period breakfast usual buffet style reasonable standard however meal restaurant book disaster party around 15 people ignore time eventually place order real wait start food serve good overall standard,basic try classy,3.0,2013-02-01,2,2013
Sarova Panafric,stay one night arrival nairobi head safari mara honest hindsight wish book go straight mara 4 night holiday anyway bite disappoint arrive hotel normally would go something bite luxurious book us travel agent time research okd book bite startle see room directly accessible outdoor corridor give amount security welcome somewhat alarm say guess reassure amount security room fairly basic functional clearly lick paint spruce could tell,average,3.0,2013-01-01,1,2013
Sarova Stanley,guess colonial best capture atmosphere charm comfortable hotel reception area lively take time check get impression incidents force staff precatious seccuring payment etc room clean tidy miss anything find hair dryer look one writingdesk drawers maybe unlucky bed felt bite need new spring choose room couple floor noice horrendous chaotic traffic disturb theres wifi stay slow stable excellent breakfast ask nice cappuchino thee extra charge exchange bar first floor,stanley disapoint,5.0,2014-09-01,9,2014
Sarova Stanley,stanley historic hotel maintain feel classic hotel room common areas well maintain update without sacrifice classic feature 5th floor pool restaurant area provide quiet outdoor environment isolate noise frantic activity nairobi distinguish feature however helpful extremely friendly staff,classic hotel outstanding staff,4.0,2014-09-01,9,2014
Sarova Stanley,sarova stanley combine old world charm first rate service staff professional room well appoint halls dimly light conserve energy metal detectors little bite much better safe sorry,dignify elegance,5.0,2014-09-01,9,2014
Sarova Stanley,stay one night every part stay reception restaurant concierge exemplify excellent service friendly helpful staff light touch strongly recommend hotel,great service sarova stanley,5.0,2014-09-01,9,2014
Sarova Stanley,old world feel 5 star comfort great breakfast much history like exchange bar thorn tree cafe great location safe walk around nairobi 6 hotel taxi service good great service staff,lovely old world feel,5.0,2014-08-01,8,2014
Sarova Panafric,use hotel business use central nairobi late able use w travel nairobi need somewhere stop change travel accommodationg regard provide change facilities secure ones bag provide decent meal business conference facilities reception extreemly warm staff couldnt one food fine pool look good beware price use wifi cheaper use business suit security tight cannot comment room spa fitness centre,quick stop,3.0,2013-03-01,3,2013
Sarova Panafric,hotel ten minute walk town centre room big service good reception warm welcome guard staff kitchen breakfast view also pretty good depend room stay pool spa facilities food great almost meals hotel breskfast miss reasonably price stay two occassions trip nairobi january 2012 hotels cities happy book accommodation safari trip one hotels around country stay whitesands hotel mombasa part franchise look review hotel cos,convenient,4.0,2012-04-01,4,2012
Sarova Panafric,nice welcome nice pool nice room good breakfast clean safe good value money take four hours find second room book meanwhile friends wait restaurants little bite overprice,nice perfect,3.0,2013-02-01,2,2013
Sarova Panafric,sarova panafric best place hold conferences even case delegate live hotel location walk distance city center facilities awesome conducive plenary breakawaygroup work 100 delegate staff make easy one week long conference attentive polite cautious uphold integrity give information beforehand always give best keep good work,conferencing facilities,4.0,2013-02-01,2,2013
Sarova Panafric,nice hotel centre nairobi staff polite attentive stay 2 nights find room good food nice menu extensive breakfast also good full range suit taste drink reasonable price round nice stay would visit kenya,one three sarova hotels stop,4.0,2013-01-01,1,2013
Sarova Panafric,good place need stay overnight centre stay diffrent sarova hotels stay felt like weakest one pool closedlooked bite dirty area around messy food overpiced staff friendlygood thing stay 1 night,ok,3.0,2012-12-01,12,2012
Sarova Panafric,get room sum total one night try hostel experience course hour lead book room need room google choose simply close hotel decent rat best move trip honestly say service receive best date second arrive moment leave upon arrival greet nicely staff actually start feel awkward may british reaction aside pretty much would expect room fine spacious comfortable plenty football tv resturant nice breakfast great large selection items honest im sure else,great staff across board,4.0,2013-02-01,2,2013
Sarova Panafric,recently spend two nights delightful hotel arrival group warmly welcome door staff complimentary glass refresh juice offer despite lateness hour room swiftly allocate luggage carry us accomodation pleasant large twinbedded room cool tile floor large patio window look street plus fridge minibar tv write desk plenty hang space electronic safe wardrobe store valuables aboutthe ensuite shower large bathroom clean plenty towel complimentary toiletries provide minimal noise outside corridor night early morning bed,great kenyan hospitality,4.0,2013-02-01,2,2013
Sarova Panafric,stay one night honey moon way safari checkin checkout receive best service imaginable even come back safari day flight back europe use facilities hotel except room without cost pool wifi luggage room restaurants course room ok seem like balcony door lock make wife little skeptical,great service,5.0,2013-01-01,1,2013
Sarova Panafric,stay 7 days series meet feel adequately expereinced judge hotel fanciest poshest establishments restaurant terrace lovely pool area could bite upgrade sure make stay comfortable breakfast buffet serve wide variety fruit bread egg etc dinner menu variety really tasty meals ware 28 surcharge food restaurant though room perfectly comfoirtable tidyt bed great quality bathroom equip hairdryers toiletries highlight however staff whether wide smile security guard every floor greet salute jambo benson felix reception many wonderful,comfortable efficient lot amaze staff,4.0,2013-01-01,1,2013
Sarova Stanley,dinner thorn tree restaurant food well present tasty service really good hotel make good place business meet definitely visit sample menu,great place,5.0,2014-08-01,8,2014
Sarova Stanley,occasion stay stanley twice year work photography project ive travel africa several time finest place ive stay locate heart nairobi also safest part town tourists hotel classy fussy room large clean good ac wifi best thing stanley exceptional staff without exception professional accommodate cannot say enough gracious everyone crew doorman gm everyone hotel rich 100year history bar site nairobis first stock exchange first tusker beer serve queen victoria guest right become queen frankly,best place town,5.0,2014-09-01,9,2014
Sarova Stanley,stay end august end african safari book maniago travel agency location service great restaurants thorn tree thai restaurant smile service great location hotel taxis safe,great stay,5.0,2014-08-01,8,2014
Sarova Stanley,sunday dinner thorn tree restaurant family love every moment alex wait us charm like lot unfortunately charm present exchange bar 1st floor lady behind counter pleasant rest seem tire security valet polite would definitely come back,lovely food,4.0,2014-09-01,9,2014
Sarova Stanley,classic hotel good location center city offer good room service breakfeast feel safe security every floor comfortable roomthe staff kind proffesional,old fashion cool,4.0,2014-07-01,7,2014
Sarova Stanley,way sweden go dinner stanley hotel word justice first chef george thank million time food great first sip soup till last drop dessert keep think come next go chefs choice oh even take care fiancé lose voice make drink especially smile great service antony waiter smile almost build chef fredricki hope get name right whose lamb magnificent thank make even day could save table corner us mr george wait blackforest cake understand,splendid splendid,5.0,2014-08-01,8,2014
Sarova Stanley,despite short stay wonderful experience stay grand hotel onset reservations concierge check everything seamless staff courteous allow late checkout breakfast excellent spread give amaze choices city hotel feel much different room quiet clean neat interior well wish could stay longer definitely revisit must,wonderful,4.0,2014-09-01,9,2014
Sarova Stanley,sarova stanley full history much else food mediocre except omelettes fruit breakfast whole staff attentive sense get staff frustrate except particular door really make great deal effort others give air experience better time management support room average lack detail one would expect price pool gorgeous warm tranquil heart nairobi wish single two people make stay special martin mary fig tree cafe lunchtime goats cheese quiche taste clean detergent saw sad hungry face,historic hotel need stay time,3.0,2014-09-01,9,2014
Sarova Stanley,sarova stanley everything business person would want nairobi hotel provide free wifi facilities like gym breakfast buffet offer wide choice hot cold meals include fresh fruit juices omelets work security desire standard also nice barpub relax meet business contact pre dinner drink cocktails,good business hotel,5.0,2014-05-01,5,2014
Sarova Stanley,stay two nights one safari trip 18 nights sarovas camp mara one night get upgrade bigger room night arrival stay excellent place heart nairobi city staff friendly order room din three time food excellent imagine would surely good business trip well visit stay night nairobi,excellent,5.0,2014-08-01,8,2014
Sarova Panafric,stay 2 nights jan 13 14 2 room advance ask newly renovate room others review bad upon check ask staff give newly renovate room tell however get room old dilapidate horrible definitely ever renovate spend 2 days try speak manager get nowhere front desk staff dishonest nothing room old dirty smelly try resolve return home manager although agree pay good money get value money date issue us refund fact try call us second time collect kenya without permission put,stay,1.0,2013-01-01,1,2013
Sarova Panafric,stay 3 nights 2 weeks period main hotel safaris kenya tanzania appear majority safari company use hotel overnight hotelpick updrop point also busy hotel lot conferences hold daily basis check slow even large number staff staff pleasant try best first night stay older room overlook frontmain road room old basic room hard low bed disgust bathroom room major problem two phone call one come help us put bad fume night windows open next morning,edge business centre,4.0,2012-11-01,11,2012
Sarova Panafric,locate edge diplomatic area town place comfortable place prefer quiet even long day work also possibility yet another business meet even food certainly high point staff cordial welcome fancy place utalitarian understate elegance certainly good choice business visit also good travellers vacation national park place comfortable distance,business leisure place fit bill,4.0,2012-07-01,7,2012
Sarova Panafric,stay twice time 1 night safari 1st stay room date clean bathroom 2nd time 9 days later ask receive better room stay 2 sarova locations far weakest hotelthe breakfast selection limit however service generally good everyone genuinely want help 1st last night safari would choose elsewhere stay insist renovate clean room,date room limit breakfast weakest sarova hotels try,3.0,2012-12-01,12,2012
Sarova Panafric,stay hotel last part holiday lovely relax fantastic facilities book treatments pedicure massage excellent value staff friendly professional staff food great breakfast everything could possibly want must forget cocktails,enjoyable stay,5.0,2012-10-01,10,2012
Sarova Stanley,second stay first review stand comfortable bed beautifully decorate spacious room secure amaze food include thai restaurant staff probably best experience world wide please change anything one honourable mention guy business centre penninah leddre thank much sort problems laptop specialist paper print hard work professional attitude help us look great front clients many thank,homenot hotel,5.0,2014-08-01,8,2014
Sarova Stanley,best hospitality best view citys skyline find excellent buffet stay last year couple 2 days headache farther jomo kenyatta international airport indian cuisines serve us quite good delicious,best sarova property,4.0,2013-12-01,12,2013
Sarova Stanley,3rd 4th time stay sarova stanley never fail disappoint real heart nairobi like step back time revisit old colonial days kenya great impeccably clean accommodation excellent food exception breakfast although ok nothing special notable thing hotel staff never encounter politer attentive staff hotel visit world normally would name individuals case feel necessary david mary mercy work pool barrestaurant cannot praise enough hard work big smile friendliness warm welcome thank fabulous stay look forward see,wonderful staff,5.0,2014-08-01,8,2014
Sarova Stanley,excellent hotel well locate nairobi room communal areas well presentedclean spacious modern staff friendly give 5 star airport pick arrival arrange correctly driver wait wrong airport us staff apologetic though give us complimentary airport transfer departure hotels thai restaurant breakfast greatoverall recommend comfortable stay nairobi,great nairobi hotel,4.0,2014-07-01,7,2014
Sarova Stanley,stay hotel absence 57 years refurbishments keep historic style service deteriorate hotel espouse 5 star luxury disappoint pool deck restaurant two consecutive nights waiters get order wrong restaurant many items limit menu hand reception staff good welcome martin thorn tree cafe excellent room nicely lay good condition,variable overall disappoint,3.0,2014-08-01,8,2014
Sarova Panafric,overall hotel good staff nice wifi free quite difficult log work first day 3 room rather outdated ok restaurant staff nice food good,nice hotel somehow outdated room,3.0,2012-12-01,12,2012
Sarova Panafric,stay 7 nights november 2012 couldnt ask different family members stay different lengths time opportunity see superior executive room 6 total think nice spacious good standard executive room modern however little things iron iron board room superior room request well flat screen tvs etc best aspect hotel though without doubt hotel staff without exception friendly helpful whatever assist hotel appear aim business customers conferences etc actually seem work,brilliant staff great welcome nairobi,5.0,2012-11-01,11,2012
Sarova Panafric,stay 2 nights 22 23 december service absolutely lovely excellent food lunch dinner restaurant would definitely recommend fly nairobi woth intention go safari good first stop,lovely introduction kenya,5.0,2012-12-01,12,2012
Sarova Panafric,always stay sarova stanley decide stay sarova panafric order see different two hotels even though couple miles apart panafric exclusively locate feel serenity probably green vegetation around mere location outside central business district staff hotel rise patrick awesome restaurant catherine charm add comfortable stay hotel know ill back sure negative side checkout process still mess detain front desk verify steal something mini bar claim keep credit card record charge,exclusive serene,5.0,2012-12-01,12,2012
Sarova Panafric,stay last two weeks november run train course hotel staff friendly helpful hotel stay food expensive generous portion extremely good quality pizzas surprisingly good steaks,friendly helpful staff,5.0,2012-11-01,11,2012
Sarova Stanley,first trip africa undertake little apprehension give recent spate terrorist activity nairobi area state department advisories warmth helpfulness staff unequalled look around estimate staff guest ratio least four one security officer appear everytime exit elevator floor greet us broad smile personally find heighten security presence reassure circumstances make good use gym exercise studio steam bath 2 night stay breakfast buffet generous highest quality genuine warmth hospitality experience stanley evidence similarly,warmer welcome,5.0,2014-08-01,8,2014
Sarova Stanley,old world type hotel large room friendly helpful staff well locate cbd bar pleasant excellent light piano music atmosphere good choice drink well cigars heat pool convenient nairobis ideal climate 24 hour coffee shop 2 restaurants initially look fancier hotel think bring gradually grow,grow,4.0,2014-08-01,8,2014
Sarova Stanley,ill meet stanley phrase well know among travelers nairobi ive return trip east africa kenya tanzania stay stanley twiceonce way kenya night flight home 12 years ago also opportunity stay historic hotel whose guests include earnest hemingway hollywood star royalty world folks like us want enjoy hospitality hotel note stanley boast restaurants thorn tree cafe thai chi two visit breakfast thorn treea fantastic buffet dinner thai chisome best thai food ive ever also drink bar,ill meet stanley,5.0,2014-08-01,8,2014
Sarova Stanley,start kenya safari two nights nairobi agent suggest stanley choice good hotel large room big clean staff friendly area around hotel somewhat rough advise walk around dark visit local store guard offer walk us two small concern lot road noise nothing hotel first morning room clean wash clothe coffee replace small stuff historic hotel worth visit,comfortable safe,4.0,2014-08-01,8,2014
Sarova Stanley,strand air travel disruption nairobi kenya thus good mood transport airport hotel stay two nights stay enough turn mood negative side positive side staff courteous hospitable place beautiful fill variety old days memories room clean standard security bite tight also understandable light tragedy happen country last year thank hotel make stay perfect,pleasant stay africa,5.0,2014-08-01,8,2014
Sarova Panafric,sarova panafric locate within walk distance centre nairobi adviced walk alone day light cosy hotel nice restaurant friendly staff room rather basic ok hotel plenty well cater conference room meet bear mind traffic nairobi congest allow enough time get airport,nice hotel next nairobi centre business leisure,3.0,2012-12-01,12,2012
Sarova Panafric,stay sarova panafric one week whilst engage charity work company work hotel well lay lot place hang time room clean nicely appoint friendly security guard floor food good great staff absolutely fabulous fantastic stay nairobi make better hotel,fabulous service,5.0,2012-12-01,12,2012
Sarova Panafric,foyer hotel obviously upgrade saw room disappoint room basic clean tiny bathroom see better days room face street quite noisy say staff friendly restaurant nice breakfast buffet huge variety food tasty hotel internet access business centre high speed high security door get make feel safe compare hotels stay trip kenya one one best clean felt safe,room see better days,4.0,2012-11-01,11,2012
